Date,Currency,Amount,Address,Status
2016-12-04 23:49:40,BTC,0.47880000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 8d4987dac0c20cd61a49965d0f0cd7b3b43e6114ae3f456528ef2aa7e806b13f
2016-12-04 18:47:00,BTC,0.49703259,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: e1d5ac6110adc0a9a809effa10b6a75bce51c8a522e81d1714b57b014fc8bbb4
2016-12-03 01:38:38,BTC,0.49875000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 0ac3efcba6f001bc19e98542e5d29d5d5f5900a7774a034b61bbe29a1e4167f3
2016-12-02 15:53:42,BTC,0.51243271,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: a7d4e3f39b907030e902821307eac3103874e020de5550ea19b79e3004ce5da2
2016-12-01 03:25:37,BTC,0.53865000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 6311580b0a38982eac120475ac0da3f5635c2924c1cf791577d31458f3ce13c2
2016-11-30 20:41:33,BTC,0.53865000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 24a72ab4338751cd4bde00003b0b6c22e4b9d821b556d75482ccd5d71da99acf
2016-11-29 21:45:59,BTC,2.27276122,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 8c5ba610c00f6a6d1a83c9744f49fd7d2f20be095816818d0fb58265777e2335
2016-11-29 16:00:04,BTC,6.40000000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: c00550d1bbfeee70b964a801a20727bad5ac6878e147197c56c9e2b875ed0cb5
2016-11-29 03:48:20,BTC,6.69595734,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: fe14366ad45fb97eab014ddb2a937ffb0da4c58a71f22474c7e9d4394a2d40f3
2016-11-29 02:27:06,BTC,0.54662459,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: b0dccc13c17457bf5b39adfad40d45e86d1962a48f412dde5d5efdfceab379ea
2016-11-28 18:55:36,BTC,6.19427946,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 44a3b259c7021c6a594e75e7b91b1b2c5da19372648a5dff6d76b490bbfdcf0b
2016-11-28 00:13:13,BTC,0.49875000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 574f8d4c4fd656e21653d45ea47cad5c8108602fc092b1022b1a47fc3fa897e9
2016-11-27 19:16:11,BTC,1.72597425,1uBH39hNa2xahaoPisVzMnZEtAWUZod8X,COMPLETE: dec13a4e26d3877b28c65893d96b77180040d6606940403442707b77d96ac1c9
2016-11-27 19:06:42,BTC,4.47055877,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 835c055ef32ae09b6e64deb003ce1d08d8ff4f9581c771eb1bce415b55ae3651
2016-11-26 17:44:41,BTC,0.48859132,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: f8b2563148ee3d9bc8135183159fc4abda25b833428d4c14c09ac1c7e2d165e8
2016-11-25 12:54:56,BTC,0.45885001,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: c5049b64769f43dc3b3f25ff05bcdc792bbcae88ba54df3293b62e2e980a025f
2016-11-24 22:20:16,BTC,0.45885000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 748b6f7030304bb82ce7783d200c74223f30eed7a98273d952f656b8bb3d069f
2016-11-23 18:46:17,BTC,0.47880000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 2d127ff4404518042aae818e261ee94576e21a60e80bbf1f50c515c80a6a1ead
2016-11-22 17:28:55,BTC,4.13179338,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 8f3e9b0d3cb5a3a74dacdf71081a396beb183ec4056605f540032e34be24bd8b
2016-11-21 21:38:44,BTC,1.27323185,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: cac4fe2c87e3edebc7a4543a7545ccca8364c351a91001c2e4ebaa967a832287
2016-11-21 20:58:07,BTC,0.96912381,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: b85c43ab66d3c7d6f2ff06354bf9467c4484d1f9e811e73aa857c2798866f9e2
2016-11-21 18:19:19,BTC,3.83011722,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: bae91a79ec2a8acae250845a484c7e6ce5b0876150412d1cd016a24e987b8c7a
2016-11-21 07:22:30,BTC,3.89661181,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 0bb8360b3e33706795f67926ebd656d47799531986f4ec602cf02487b55de60e
2016-11-21 05:40:13,BTC,0.17109269,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: c965e6e0244072c2ecf978c83292c20fa106341db50b3f7631d20e33408843ac
2016-11-20 17:06:44,BTC,0.43828998,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: c91f65eef9a76b43cce68f894de878f306ae356f15811b1afe17547325121ee2
2016-11-20 14:11:21,BTC,0.10371219,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 01dbd88405d1bc7586f3a55a90dec7231efc4a73124d2f71325df21eb3800cdf
2016-11-20 05:39:47,BTC,2.09411201,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: c3ee5a8b0c607cc8fc80af22df553f756e86b52dc7912f5982ea686f42b82a86
2016-11-20 04:04:44,BTC,2.48400483,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: a005b0ce70738e22cea079bd8d9c2784b9ac4bd78e7222bc5498690b9983b473
2016-11-20 00:25:00,BTC,0.41030087,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: e474c1ed7e4620106c14e6ab68c3c1a69a607560b2a91be51a54a586354b909d
2016-11-19 17:23:25,BTC,0.24361193,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 2cbda269c9b2db05dc7254400df6a31437f277f49811dbe27398cf3d2fdcdc0d
2016-11-19 03:17:09,BTC,5.25357708,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 1fcce86006079f478a186108797c8975e692d635b047034957d65afb92a03f8f
2016-11-19 01:17:59,BTC,5.49546232,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: b9d56b5052d7b634b09463fdc5503553808cda3fe0a86e1deb14f29f37555af0
2016-11-18 16:31:41,BTC,0.95218835,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 3183864cf5862cdb3757c63deea73c38ff72f922dbbdef2efb42ce414edd7442
2016-11-18 07:16:03,BTC,0.47276343,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 06022fe750b4c17eb17682d50aa6e8674ac00f97db4c193a4de7d1a850274383
2016-11-18 06:31:38,BTC,1.37735848,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: c39cd8af7bc9ccdc8dd52a1f059fddad3841cb65726668c858d793fdaf0d257b
2016-11-18 03:55:34,BTC,1.90124578,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 66ebfdc7b101005360d0fc1fa86902d051443f0381fad076b8acbe9c1163b41f
2016-11-17 21:29:07,BTC,0.35337837,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 57a225bd1f8ed4dbbdd6a017abd34d97206f2b5c5ba7e608f177bbe23bb26a08
2016-11-17 16:38:43,BTC,0.21289975,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 9d22303691afb6da4ad543dff02bbed724fefcc37ff523dcaf77f9d15006f5d9
2016-11-17 04:14:44,BTC,4.94110000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 57d7b2745edfeef94bfe5b41bd76876baa54c80658b2ff54f38118316562d34a
2016-11-16 15:05:08,BTC,0.80999016,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 4c473117e731bb1a3347b02e7b1ef7fe67718ab4eb2044635750de0991831fa4
